Código do colaborador,Data de Admissão,Data de desligamento,Ano-mês de referência,Equipe
LIY8,2025-09-22,,2025-12,Equipe 1
O69W,2025-09-21,,2025-10,Equipe 2
O69W,2025-09-21,,2025-11,Equipe 2
O69W,2025-09-21,,2025-12,Equipe 2
EZC1,2025-05-22,2025-06-11,2025-06,Equipe 18
B3EU,2025-11-11,,2025-12,Equipe 17
1Z0S,2025-11-23,,2025-12,Equipe 17
HZBU,2025-04-05,,2025-05,Equipe 18
HZBU,2025-04-05,,2025-06,Equipe 18
HZBU,2025-04-05,,2025-07,Equipe 18
HZBU,2025-04-05,,2025-08,Equipe 18
HZBU,2025-04-05,,2025-09,Equipe 18
HZBU,2025-04-05,,2025-10,Equipe 18
HZBU,2025-04-05,,2025-11,Equipe 18
HZBU,2025-04-05,,2025-12,Equipe 18
K3XF,2025-01-26,,2025-02,Equipe 16
K3XF,2025-01-26,,2025-03,Equipe 16
K3XF,2025-01-26,,2025-04,Equipe 16
K3XF,2025-01-26,,2025-05,Equipe 16
K3XF,2025-01-26,,2025-06,Equipe 16
K3XF,2025-01-26,,2025-07,Equipe 16
K3XF,2025-01-26,,2025-08,Equipe 16
K3XF,2025-01-26,,2025-09,Equipe 16
K3XF,2025-01-26,,2025-10,Equipe 16
K3XF,2025-01-26,,2025-11,Equipe 16
K3XF,2025-01-26,,2025-12,Equipe 16
1GP1,2025-07-22,,2025-08,Equipe 9
1GP1,2025-07-22,,2025-09,Equipe 9
1GP1,2025-07-22,,2025-10,Equipe 9
1GP1,2025-07-22,,2025-11,Equipe 2
1GP1,2025-07-22,,2025-12,Equipe 2
Z7FZ,2025-12-01,,2025-12,Equipe 13
TVOV,2025-05-14,,2025-06,Equipe 18
TVOV,2025-05-14,,2025-07,Equipe 18
TVOV,2025-05-14,,2025-08,Equipe 18
TVOV,2025-05-14,,2025-09,Equipe 18
TVOV,2025-05-14,,2025-10,Equipe 18
TVOV,2025-05-14,,2025-11,Equipe 18
TVOV,2025-05-14,,2025-12,Equipe 18
KE6H,2025-10-23,,2025-11,Equipe 10
KE6H,2025-10-23,,2025-12,Equipe 10
76MW,2025-06-24,,2025-07,Equipe 15
76MW,2025-06-24,,2025-08,Equipe 15
76MW,2025-06-24,,2025-09,Equipe 15
76MW,2025-06-24,,2025-10,Equipe 15
76MW,2025-06-24,,2025-11,Equipe 15
76MW,2025-06-24,,2025-12,Equipe 15
WJPG,2025-11-26,,2025-12,Equipe 7
JQML,2025-09-10,,2025-10,Equipe 2
JQML,2025-09-10,,2025-11,Equipe 2
JQML,2025-09-10,,2025-12,Equipe 2
JEL5,2025-03-10,2025-05-24,2025-04,Equipe 7
JEL5,2025-03-10,2025-05-24,2025-05,Equipe 7
J2E4,2025-11-11,,2025-12,Equipe 14
2TRD,2025-06-08,,2025-07,Equipe 16
2TRD,2025-06-08,,2025-08,Equipe 5
2TRD,2025-06-08,,2025-09,Equipe 5
2TRD,2025-06-08,,2025-10,Equipe 5
2TRD,2025-06-08,,2025-11,Equipe 5
2TRD,2025-06-08,,2025-12,Equipe 5
W6ET,2025-07-26,,2025-08,Equipe 18
W6ET,2025-07-26,,2025-09,Equipe 18
W6ET,2025-07-26,,2025-10,Equipe 18
W6ET,2025-07-26,,2025-11,Equipe 18
W6ET,2025-07-26,,2025-12,Equipe 18
32CD,2025-05-19,,2025-06,Equipe 2
32CD,2025-05-19,,2025-07,Equipe 2
32CD,2025-05-19,,2025-08,Equipe 2
32CD,2025-05-19,,2025-09,Equipe 2
32CD,2025-05-19,,2025-10,Equipe 2
32CD,2025-05-19,,2025-11,Equipe 2
32CD,2025-05-19,,2025-12,Equipe 2
XSEF,2025-08-02,,2025-09,Equipe 12
XSEF,2025-08-02,,2025-10,Equipe 12
XSEF,2025-08-02,,2025-11,Equipe 12
XSEF,2025-08-02,,2025-12,Equipe 12
C2MU,2025-11-13,,2025-12,Equipe 7
46JD,2025-01-28,,2025-02,Equipe 3
46JD,2025-01-28,,2025-03,Equipe 9
46JD,2025-01-28,,2025-04,Equipe 9
46JD,2025-01-28,,2025-05,Equipe 9
46JD,2025-01-28,,2025-06,Equipe 9
46JD,2025-01-28,,2025-07,Equipe 9
46JD,2025-01-28,,2025-08,Equipe 9
46JD,2025-01-28,,2025-09,Equipe 9
46JD,2025-01-28,,2025-10,Equipe 9
46JD,2025-01-28,,2025-11,Equipe 9
46JD,2025-01-28,,2025-12,Equipe 9
2GVF,2025-04-11,,2025-05,Equipe 7
2GVF,2025-04-11,,2025-06,Equipe 7
2GVF,2025-04-11,,2025-07,Equipe 7
2GVF,2025-04-11,,2025-08,Equipe 7
2GVF,2025-04-11,,2025-09,Equipe 7
2GVF,2025-04-11,,2025-10,Equipe 7
2GVF,2025-04-11,,2025-11,Equipe 7
2GVF,2025-04-11,,2025-12,Equipe 7
6LCP,2025-08-05,,2025-09,Equipe 8
6LCP,2025-08-05,,2025-10,Equipe 8
6LCP,2025-08-05,,2025-11,Equipe 8
6LCP,2025-08-05,,2025-12,Equipe 8
2277,2025-02-16,,2025-03,Equipe 14
2277,2025-02-16,,2025-04,Equipe 14
2277,2025-02-16,,2025-05,Equipe 14
2277,2025-02-16,,2025-06,Equipe 2
2277,2025-02-16,,2025-07,Equipe 2
2277,2025-02-16,,2025-08,Equipe 2
2277,2025-02-16,,2025-09,Equipe 2
2277,2025-02-16,,2025-10,Equipe 2
2277,2025-02-16,,2025-11,Equipe 2
2277,2025-02-16,,2025-12,Equipe 2
KXXS,2025-06-21,2025-09-09,2025-07,Equipe 14
KXXS,2025-06-21,2025-09-09,2025-08,Equipe 14
KXXS,2025-06-21,2025-09-09,2025-09,Equipe 14
Y0VD,2025-03-19,,2025-04,Equipe 15
Y0VD,2025-03-19,,2025-05,Equipe 15
Y0VD,2025-03-19,,2025-06,Equipe 15
Y0VD,2025-03-19,,2025-07,Equipe 15
Y0VD,2025-03-19,,2025-08,Equipe 15
Y0VD,2025-03-19,,2025-09,Equipe 15
Y0VD,2025-03-19,,2025-10,Equipe 15
Y0VD,2025-03-19,,2025-11,Equipe 15
Y0VD,2025-03-19,,2025-12,Equipe 15
VEVG,2025-02-05,,2025-03,Equipe 5
VEVG,2025-02-05,,2025-04,Equipe 5
VEVG,2025-02-05,,2025-05,Equipe 5
VEVG,2025-02-05,,2025-06,Equipe 5
VEVG,2025-02-05,,2025-07,Equipe 5
VEVG,2025-02-05,,2025-08,Equipe 5
VEVG,2025-02-05,,2025-09,Equipe 5
VEVG,2025-02-05,,2025-10,Equipe 5
VEVG,2025-02-05,,2025-11,Equipe 5
VEVG,2025-02-05,,2025-12,Equipe 5
9YSQ,2025-07-14,,2025-08,Equipe 3
9YSQ,2025-07-14,,2025-09,Equipe 3
9YSQ,2025-07-14,,2025-10,Equipe 3
9YSQ,2025-07-14,,2025-11,Equipe 3
9YSQ,2025-07-14,,2025-12,Equipe 3
JVFJ,2025-01-02,,2025-02,Equipe 20
JVFJ,2025-01-02,,2025-03,Equipe 18
JVFJ,2025-01-02,,2025-04,Equipe 18
JVFJ,2025-01-02,,2025-05,Equipe 18
JVFJ,2025-01-02,,2025-06,Equipe 18
JVFJ,2025-01-02,,2025-07,Equipe 18
JVFJ,2025-01-02,,2025-08,Equipe 1
JVFJ,2025-01-02,,2025-09,Equipe 1
JVFJ,2025-01-02,,2025-10,Equipe 1
JVFJ,2025-01-02,,2025-11,Equipe 1
JVFJ,2025-01-02,,2025-12,Equipe 1
WTZI,2025-01-11,,2025-02,Equipe 2
WTZI,2025-01-11,,2025-03,Equipe 2
WTZI,2025-01-11,,2025-04,Equipe 2
WTZI,2025-01-11,,2025-05,Equipe 2
WTZI,2025-01-11,,2025-06,Equipe 2
WTZI,2025-01-11,,2025-07,Equipe 2
WTZI,2025-01-11,,2025-08,Equipe 17
WTZI,2025-01-11,,2025-09,Equipe 17
WTZI,2025-01-11,,2025-10,Equipe 17
WTZI,2025-01-11,,2025-11,Equipe 17
WTZI,2025-01-11,,2025-12,Equipe 17
FT9Y,2025-04-01,,2025-04,Equipe 6
FT9Y,2025-04-01,,2025-05,Equipe 6
FT9Y,2025-04-01,,2025-06,Equipe 6
FT9Y,2025-04-01,,2025-07,Equipe 6
FT9Y,2025-04-01,,2025-08,Equipe 6
FT9Y,2025-04-01,,2025-09,Equipe 6
FT9Y,2025-04-01,,2025-10,Equipe 6
FT9Y,2025-04-01,,2025-11,Equipe 6
FT9Y,2025-04-01,,2025-12,Equipe 17
VI7F,2025-04-23,,2025-05,Equipe 16
VI7F,2025-04-23,,2025-06,Equipe 16
VI7F,2025-04-23,,2025-07,Equipe 16
VI7F,2025-04-23,,2025-08,Equipe 16
VI7F,2025-04-23,,2025-09,Equipe 16
VI7F,2025-04-23,,2025-10,Equipe 16
VI7F,2025-04-23,,2025-11,Equipe 16
VI7F,2025-04-23,,2025-12,Equipe 16
16XB,2025-03-04,,2025-04,Equipe 18
16XB,2025-03-04,,2025-05,Equipe 18
16XB,2025-03-04,,2025-06,Equipe 18
16XB,2025-03-04,,2025-07,Equipe 18
16XB,2025-03-04,,2025-08,Equipe 18
16XB,2025-03-04,,2025-09,Equipe 18
16XB,2025-03-04,,2025-10,Equipe 18
16XB,2025-03-04,,2025-11,Equipe 18
16XB,2025-03-04,,2025-12,Equipe 18
V5MO,2025-08-24,,2025-09,Equipe 18
V5MO,2025-08-24,,2025-10,Equipe 18
V5MO,2025-08-24,,2025-11,Equipe 18
V5MO,2025-08-24,,2025-12,Equipe 18
IJES,2025-06-14,,2025-07,Equipe 6
IJES,2025-06-14,,2025-08,Equipe 6
IJES,2025-06-14,,2025-09,Equipe 6
IJES,2025-06-14,,2025-10,Equipe 6
IJES,2025-06-14,,2025-11,Equipe 6
IJES,2025-06-14,,2025-12,Equipe 6
G687,2025-06-16,,2025-07,Equipe 13
G687,2025-06-16,,2025-08,Equipe 6
G687,2025-06-16,,2025-09,Equipe 6
G687,2025-06-16,,2025-10,Equipe 6
G687,2025-06-16,,2025-11,Equipe 6
G687,2025-06-16,,2025-12,Equipe 6
CVIY,2025-03-26,,2025-04,Equipe 15
CVIY,2025-03-26,,2025-05,Equipe 15
CVIY,2025-03-26,,2025-06,Equipe 15
CVIY,2025-03-26,,2025-07,Equipe 15
CVIY,2025-03-26,,2025-08,Equipe 15
CVIY,2025-03-26,,2025-09,Equipe 15
CVIY,2025-03-26,,2025-10,Equipe 15
CVIY,2025-03-26,,2025-11,Equipe 15
CVIY,2025-03-26,,2025-12,Equipe 15
JKLK,2025-04-24,,2025-05,Equipe 16
JKLK,2025-04-24,,2025-06,Equipe 16
JKLK,2025-04-24,,2025-07,Equipe 16
JKLK,2025-04-24,,2025-08,Equipe 16
JKLK,2025-04-24,,2025-09,Equipe 16
JKLK,2025-04-24,,2025-10,Equipe 16
JKLK,2025-04-24,,2025-11,Equipe 16
JKLK,2025-04-24,,2025-12,Equipe 2
2C0X,2025-12-01,,2025-12,Equipe 15
P2S2,2025-02-12,,2025-03,Equipe 14
P2S2,2025-02-12,,2025-04,Equipe 14
P2S2,2025-02-12,,2025-05,Equipe 14
P2S2,2025-02-12,,2025-06,Equipe 14
P2S2,2025-02-12,,2025-07,Equipe 14
P2S2,2025-02-12,,2025-08,Equipe 14
P2S2,2025-02-12,,2025-09,Equipe 14
P2S2,2025-02-12,,2025-10,Equipe 12
P2S2,2025-02-12,,2025-11,Equipe 12
P2S2,2025-02-12,,2025-12,Equipe 12
O8PT,2025-07-21,,2025-08,Equipe 10
O8PT,2025-07-21,,2025-09,Equipe 10
O8PT,2025-07-21,,2025-10,Equipe 10
O8PT,2025-07-21,,2025-11,Equipe 10
O8PT,2025-07-21,,2025-12,Equipe 10
4MX2,2025-10-02,,2025-11,Equipe 7
4MX2,2025-10-02,,2025-12,Equipe 7
3SY6,2025-11-04,,2025-12,Equipe 10
70KM,2025-01-23,2025-08-13,2025-02,Equipe 1
70KM,2025-01-23,2025-08-13,2025-03,Equipe 1
70KM,2025-01-23,2025-08-13,2025-04,Equipe 12
70KM,2025-01-23,2025-08-13,2025-05,Equipe 6
70KM,2025-01-23,2025-08-13,2025-06,Equipe 6
70KM,2025-01-23,2025-08-13,2025-07,Equipe 6
70KM,2025-01-23,2025-08-13,2025-08,Equipe 6
IQD4,2025-09-09,,2025-10,Equipe 18
IQD4,2025-09-09,,2025-11,Equipe 18
IQD4,2025-09-09,,2025-12,Equipe 18
X9G7,2025-04-23,,2025-05,Equipe 13
X9G7,2025-04-23,,2025-06,Equipe 13
X9G7,2025-04-23,,2025-07,Equipe 13
X9G7,2025-04-23,,2025-08,Equipe 13
X9G7,2025-04-23,,2025-09,Equipe 13
X9G7,2025-04-23,,2025-10,Equipe 13
X9G7,2025-04-23,,2025-11,Equipe 13
X9G7,2025-04-23,,2025-12,Equipe 13
HSFK,2025-05-14,,2025-06,Equipe 1
HSFK,2025-05-14,,2025-07,Equipe 1
HSFK,2025-05-14,,2025-08,Equipe 1
HSFK,2025-05-14,,2025-09,Equipe 1
HSFK,2025-05-14,,2025-10,Equipe 1
HSFK,2025-05-14,,2025-11,Equipe 1
HSFK,2025-05-14,,2025-12,Equipe 1
R26J,2025-05-20,,2025-06,Equipe 6
R26J,2025-05-20,,2025-07,Equipe 6
R26J,2025-05-20,,2025-08,Equipe 6
R26J,2025-05-20,,2025-09,Equipe 15
R26J,2025-05-20,,2025-10,Equipe 15
R26J,2025-05-20,,2025-11,Equipe 15
R26J,2025-05-20,,2025-12,Equipe 15
1FO2,2025-07-27,,2025-08,Equipe 13
1FO2,2025-07-27,,2025-09,Equipe 12
1FO2,2025-07-27,,2025-10,Equipe 12
1FO2,2025-07-27,,2025-11,Equipe 12
1FO2,2025-07-27,,2025-12,Equipe 12
Z6XP,2025-08-07,,2025-09,Equipe 12
Z6XP,2025-08-07,,2025-10,Equipe 12
Z6XP,2025-08-07,,2025-11,Equipe 12
Z6XP,2025-08-07,,2025-12,Equipe 12
YFXO,2025-09-07,,2025-10,Equipe 17
YFXO,2025-09-07,,2025-11,Equipe 17
YFXO,2025-09-07,,2025-12,Equipe 17
BUGV,2025-05-06,2025-12-07,2025-06,Equipe 3
BUGV,2025-05-06,2025-12-07,2025-07,Equipe 3
BUGV,2025-05-06,2025-12-07,2025-08,Equipe 3
BUGV,2025-05-06,2025-12-07,2025-09,Equipe 3
BUGV,2025-05-06,2025-12-07,2025-10,Equipe 3
BUGV,2025-05-06,2025-12-07,2025-11,Equipe 3
BUGV,2025-05-06,2025-12-07,2025-12,Equipe 3
JICS,2025-06-08,2025-11-03,2025-07,Equipe 5
JICS,2025-06-08,2025-11-03,2025-08,Equipe 5
JICS,2025-06-08,2025-11-03,2025-09,Equipe 5
JICS,2025-06-08,2025-11-03,2025-10,Equipe 5
JICS,2025-06-08,2025-11-03,2025-11,Equipe 5
4I42,2025-10-22,,2025-11,Equipe 12
4I42,2025-10-22,,2025-12,Equipe 12
AFBQ,2025-09-03,,2025-10,Equipe 11
AFBQ,2025-09-03,,2025-11,Equipe 11
AFBQ,2025-09-03,,2025-12,Equipe 11
NJ97,2025-05-21,,2025-06,Equipe 12
NJ97,2025-05-21,,2025-07,Equipe 12
NJ97,2025-05-21,,2025-08,Equipe 12
NJ97,2025-05-21,,2025-09,Equipe 12
NJ97,2025-05-21,,2025-10,Equipe 12
NJ97,2025-05-21,,2025-11,Equipe 12
NJ97,2025-05-21,,2025-12,Equipe 12
1HSP,2025-05-15,2025-07-28,2025-06,Equipe 18
1HSP,2025-05-15,2025-07-28,2025-07,Equipe 18
THDP,2025-05-12,,2025-06,Equipe 10
THDP,2025-05-12,,2025-07,Equipe 5
THDP,2025-05-12,,2025-08,Equipe 5
THDP,2025-05-12,,2025-09,Equipe 5
THDP,2025-05-12,,2025-10,Equipe 5
THDP,2025-05-12,,2025-11,Equipe 5
THDP,2025-05-12,,2025-12,Equipe 5
58B6,2025-11-21,2025-12-15,2025-12,Equipe 13
PJS1,2025-05-24,2025-10-06,2025-06,Equipe 9
PJS1,2025-05-24,2025-10-06,2025-07,Equipe 9
PJS1,2025-05-24,2025-10-06,2025-08,Equipe 9
PJS1,2025-05-24,2025-10-06,2025-09,Equipe 9
PJS1,2025-05-24,2025-10-06,2025-10,Equipe 9
AWP0,2025-07-13,,2025-08,Equipe 12
AWP0,2025-07-13,,2025-09,Equipe 12
AWP0,2025-07-13,,2025-10,Equipe 12
AWP0,2025-07-13,,2025-11,Equipe 12
AWP0,2025-07-13,,2025-12,Equipe 12
LF7X,2025-07-23,,2025-08,Equipe 17
LF7X,2025-07-23,,2025-09,Equipe 17
LF7X,2025-07-23,,2025-10,Equipe 17
LF7X,2025-07-23,,2025-11,Equipe 17
LF7X,2025-07-23,,2025-12,Equipe 17
69BY,2025-03-04,,2025-04,Equipe 10
69BY,2025-03-04,,2025-05,Equipe 10
69BY,2025-03-04,,2025-06,Equipe 10
69BY,2025-03-04,,2025-07,Equipe 10
69BY,2025-03-04,,2025-08,Equipe 10
69BY,2025-03-04,,2025-09,Equipe 10
69BY,2025-03-04,,2025-10,Equipe 10
69BY,2025-03-04,,2025-11,Equipe 10
69BY,2025-03-04,,2025-12,Equipe 10
4CYX,2025-08-26,,2025-09,Equipe 8
4CYX,2025-08-26,,2025-10,Equipe 8
4CYX,2025-08-26,,2025-11,Equipe 8
4CYX,2025-08-26,,2025-12,Equipe 8
QBWE,2025-03-20,,2025-04,Equipe 4
QBWE,2025-03-20,,2025-05,Equipe 4
QBWE,2025-03-20,,2025-06,Equipe 10
QBWE,2025-03-20,,2025-07,Equipe 10
QBWE,2025-03-20,,2025-08,Equipe 10
QBWE,2025-03-20,,2025-09,Equipe 14
QBWE,2025-03-20,,2025-10,Equipe 14
QBWE,2025-03-20,,2025-11,Equipe 14
QBWE,2025-03-20,,2025-12,Equipe 14
WPGV,2025-10-01,,2025-10,Equipe 2
WPGV,2025-10-01,,2025-11,Equipe 2
WPGV,2025-10-01,,2025-12,Equipe 2
ICW8,2025-08-16,2025-11-15,2025-09,Equipe 13
ICW8,2025-08-16,2025-11-15,2025-10,Equipe 13
ICW8,2025-08-16,2025-11-15,2025-11,Equipe 13
VL34,2025-02-09,,2025-03,Equipe 10
VL34,2025-02-09,,2025-04,Equipe 10
VL34,2025-02-09,,2025-05,Equipe 10
VL34,2025-02-09,,2025-06,Equipe 10
VL34,2025-02-09,,2025-07,Equipe 10
VL34,2025-02-09,,2025-08,Equipe 10
VL34,2025-02-09,,2025-09,Equipe 10
VL34,2025-02-09,,2025-10,Equipe 10
VL34,2025-02-09,,2025-11,Equipe 3
VL34,2025-02-09,,2025-12,Equipe 3
MCUT,2025-09-17,,2025-10,Equipe 19
MCUT,2025-09-17,,2025-11,Equipe 19
MCUT,2025-09-17,,2025-12,Equipe 19
6Z84,2025-02-14,,2025-03,Equipe 9
6Z84,2025-02-14,,2025-04,Equipe 14
6Z84,2025-02-14,,2025-05,Equipe 14
6Z84,2025-02-14,,2025-06,Equipe 14
6Z84,2025-02-14,,2025-07,Equipe 14
6Z84,2025-02-14,,2025-08,Equipe 14
6Z84,2025-02-14,,2025-09,Equipe 14
6Z84,2025-02-14,,2025-10,Equipe 14
6Z84,2025-02-14,,2025-11,Equipe 14
6Z84,2025-02-14,,2025-12,Equipe 14
QCMS,2025-08-12,,2025-09,Equipe 16
QCMS,2025-08-12,,2025-10,Equipe 16
QCMS,2025-08-12,,2025-11,Equipe 16
QCMS,2025-08-12,,2025-12,Equipe 16
WDVR,2025-03-27,,2025-04,Equipe 20
WDVR,2025-03-27,,2025-05,Equipe 20
WDVR,2025-03-27,,2025-06,Equipe 20
WDVR,2025-03-27,,2025-07,Equipe 20
WDVR,2025-03-27,,2025-08,Equipe 20
WDVR,2025-03-27,,2025-09,Equipe 20
WDVR,2025-03-27,,2025-10,Equipe 20
WDVR,2025-03-27,,2025-11,Equipe 20
WDVR,2025-03-27,,2025-12,Equipe 20
HX1Z,2025-01-01,,2025-01,Equipe 9
HX1Z,2025-01-01,,2025-02,Equipe 9
HX1Z,2025-01-01,,2025-03,Equipe 10
HX1Z,2025-01-01,,2025-04,Equipe 10
HX1Z,2025-01-01,,2025-05,Equipe 10
HX1Z,2025-01-01,,2025-06,Equipe 10
HX1Z,2025-01-01,,2025-07,Equipe 10
HX1Z,2025-01-01,,2025-08,Equipe 10
HX1Z,2025-01-01,,2025-09,Equipe 10
HX1Z,2025-01-01,,2025-10,Equipe 10
HX1Z,2025-01-01,,2025-11,Equipe 10
HX1Z,2025-01-01,,2025-12,Equipe 10
2YVL,2025-09-28,,2025-10,Equipe 14
2YVL,2025-09-28,,2025-11,Equipe 14
2YVL,2025-09-28,,2025-12,Equipe 14
55X7,2025-03-03,,2025-04,Equipe 5
55X7,2025-03-03,,2025-05,Equipe 5
55X7,2025-03-03,,2025-06,Equipe 5
55X7,2025-03-03,,2025-07,Equipe 5
55X7,2025-03-03,,2025-08,Equipe 5
55X7,2025-03-03,,2025-09,Equipe 5
55X7,2025-03-03,,2025-10,Equipe 5
55X7,2025-03-03,,2025-11,Equipe 5
55X7,2025-03-03,,2025-12,Equipe 3
RF1F,2025-04-11,,2025-05,Equipe 19
RF1F,2025-04-11,,2025-06,Equipe 19
RF1F,2025-04-11,,2025-07,Equipe 19
RF1F,2025-04-11,,2025-08,Equipe 19
RF1F,2025-04-11,,2025-09,Equipe 19
RF1F,2025-04-11,,2025-10,Equipe 19
RF1F,2025-04-11,,2025-11,Equipe 19
RF1F,2025-04-11,,2025-12,Equipe 19
1L8S,2025-09-08,,2025-10,Equipe 10
1L8S,2025-09-08,,2025-11,Equipe 10
1L8S,2025-09-08,,2025-12,Equipe 10
UGFU,2025-07-27,,2025-08,Equipe 20
UGFU,2025-07-27,,2025-09,Equipe 20
UGFU,2025-07-27,,2025-10,Equipe 20
UGFU,2025-07-27,,2025-11,Equipe 20
UGFU,2025-07-27,,2025-12,Equipe 20
ST21,2025-08-26,,2025-09,Equipe 4
ST21,2025-08-26,,2025-10,Equipe 4
ST21,2025-08-26,,2025-11,Equipe 4
ST21,2025-08-26,,2025-12,Equipe 4
K2W2,2025-08-15,,2025-09,Equipe 11
K2W2,2025-08-15,,2025-10,Equipe 11
K2W2,2025-08-15,,2025-11,Equipe 11
K2W2,2025-08-15,,2025-12,Equipe 11
6KBJ,2025-10-21,,2025-11,Equipe 9
6KBJ,2025-10-21,,2025-12,Equipe 8
2CIE,2025-09-07,,2025-10,Equipe 6
2CIE,2025-09-07,,2025-11,Equipe 6
2CIE,2025-09-07,,2025-12,Equipe 6
PXXY,2025-06-12,,2025-07,Equipe 4
PXXY,2025-06-12,,2025-08,Equipe 4
PXXY,2025-06-12,,2025-09,Equipe 4
PXXY,2025-06-12,,2025-10,Equipe 4
PXXY,2025-06-12,,2025-11,Equipe 4
PXXY,2025-06-12,,2025-12,Equipe 4
CJ2X,2025-08-11,,2025-09,Equipe 16
CJ2X,2025-08-11,,2025-10,Equipe 16
CJ2X,2025-08-11,,2025-11,Equipe 16
CJ2X,2025-08-11,,2025-12,Equipe 16
X2EI,2025-10-16,,2025-11,Equipe 9
X2EI,2025-10-16,,2025-12,Equipe 9
RPHB,2025-06-27,,2025-07,Equipe 19
RPHB,2025-06-27,,2025-08,Equipe 19
RPHB,2025-06-27,,2025-09,Equipe 19
RPHB,2025-06-27,,2025-10,Equipe 19
RPHB,2025-06-27,,2025-11,Equipe 19
RPHB,2025-06-27,,2025-12,Equipe 19
L57Y,2025-09-17,,2025-10,Equipe 18
L57Y,2025-09-17,,2025-11,Equipe 18
L57Y,2025-09-17,,2025-12,Equipe 6
9HQQ,2025-01-06,,2025-02,Equipe 12
9HQQ,2025-01-06,,2025-03,Equipe 12
9HQQ,2025-01-06,,2025-04,Equipe 12
9HQQ,2025-01-06,,2025-05,Equipe 12
9HQQ,2025-01-06,,2025-06,Equipe 12
9HQQ,2025-01-06,,2025-07,Equipe 12
9HQQ,2025-01-06,,2025-08,Equipe 12
9HQQ,2025-01-06,,2025-09,Equipe 12
9HQQ,2025-01-06,,2025-10,Equipe 12
9HQQ,2025-01-06,,2025-11,Equipe 12
9HQQ,2025-01-06,,2025-12,Equipe 12
2NS5,2025-02-09,,2025-03,Equipe 3
2NS5,2025-02-09,,2025-04,Equipe 3
2NS5,2025-02-09,,2025-05,Equipe 3
2NS5,2025-02-09,,2025-06,Equipe 3
2NS5,2025-02-09,,2025-07,Equipe 3
2NS5,2025-02-09,,2025-08,Equipe 3
2NS5,2025-02-09,,2025-09,Equipe 3
2NS5,2025-02-09,,2025-10,Equipe 3
2NS5,2025-02-09,,2025-11,Equipe 3
2NS5,2025-02-09,,2025-12,Equipe 3
MHIE,2025-02-28,,2025-03,Equipe 15
MHIE,2025-02-28,,2025-04,Equipe 15
MHIE,2025-02-28,,2025-05,Equipe 15
MHIE,2025-02-28,,2025-06,Equipe 15
MHIE,2025-02-28,,2025-07,Equipe 15
MHIE,2025-02-28,,2025-08,Equipe 15
MHIE,2025-02-28,,2025-09,Equipe 15
MHIE,2025-02-28,,2025-10,Equipe 15
MHIE,2025-02-28,,2025-11,Equipe 15
MHIE,2025-02-28,,2025-12,Equipe 15
2L2F,2025-04-23,,2025-05,Equipe 4
2L2F,2025-04-23,,2025-06,Equipe 4
2L2F,2025-04-23,,2025-07,Equipe 4
2L2F,2025-04-23,,2025-08,Equipe 4
2L2F,2025-04-23,,2025-09,Equipe 4
2L2F,2025-04-23,,2025-10,Equipe 4
2L2F,2025-04-23,,2025-11,Equipe 4
2L2F,2025-04-23,,2025-12,Equipe 14
UWE9,2025-01-21,,2025-02,Equipe 3
UWE9,2025-01-21,,2025-03,Equipe 17
UWE9,2025-01-21,,2025-04,Equipe 17
UWE9,2025-01-21,,2025-05,Equipe 17
UWE9,2025-01-21,,2025-06,Equipe 17
UWE9,2025-01-21,,2025-07,Equipe 17
UWE9,2025-01-21,,2025-08,Equipe 17
UWE9,2025-01-21,,2025-09,Equipe 11
UWE9,2025-01-21,,2025-10,Equipe 11
UWE9,2025-01-21,,2025-11,Equipe 11
UWE9,2025-01-21,,2025-12,Equipe 11
8STK,2025-02-25,,2025-03,Equipe 8
8STK,2025-02-25,,2025-04,Equipe 8
8STK,2025-02-25,,2025-05,Equipe 8
8STK,2025-02-25,,2025-06,Equipe 8
8STK,2025-02-25,,2025-07,Equipe 8
8STK,2025-02-25,,2025-08,Equipe 8
8STK,2025-02-25,,2025-09,Equipe 8
8STK,2025-02-25,,2025-10,Equipe 8
8STK,2025-02-25,,2025-11,Equipe 8
8STK,2025-02-25,,2025-12,Equipe 8
LX6O,2025-11-19,,2025-12,Equipe 4
HMIP,2025-08-01,,2025-08,Equipe 13
HMIP,2025-08-01,,2025-09,Equipe 13
HMIP,2025-08-01,,2025-10,Equipe 13
HMIP,2025-08-01,,2025-11,Equipe 13
HMIP,2025-08-01,,2025-12,Equipe 13
5BX9,2025-09-14,,2025-10,Equipe 10
5BX9,2025-09-14,,2025-11,Equipe 10
5BX9,2025-09-14,,2025-12,Equipe 10
X39I,2025-09-25,,2025-10,Equipe 5
X39I,2025-09-25,,2025-11,Equipe 5
X39I,2025-09-25,,2025-12,Equipe 5
4700,2025-11-20,,2025-12,Equipe 20
EIUE,2025-09-13,,2025-10,Equipe 19
EIUE,2025-09-13,,2025-11,Equipe 19
EIUE,2025-09-13,,2025-12,Equipe 19
I9LI,2025-06-10,,2025-07,Equipe 20
I9LI,2025-06-10,,2025-08,Equipe 20
I9LI,2025-06-10,,2025-09,Equipe 20
I9LI,2025-06-10,,2025-10,Equipe 20
I9LI,2025-06-10,,2025-11,Equipe 20
I9LI,2025-06-10,,2025-12,Equipe 20
16DH,2025-03-14,,2025-04,Equipe 13
16DH,2025-03-14,,2025-05,Equipe 13
16DH,2025-03-14,,2025-06,Equipe 13
