Card,Data da alteração,Objeto alterado,Valor anterior,Valor posterior
114405,2025-04-02,status,For Refinement,In Refinement
114405,2025-04-05,status,In Refinement,In Progress
114405,2025-04-09,status,In Progress,Done
116244,2025-05-12,status,Backlog,Triage
116244,2025-05-19,status,Triage,For Refinement
116244,2025-05-26,status,For Refinement,In Refinement
116847,2025-07-09,status,Lista de desejos,Backlog
116847,2025-07-11,status,Backlog,Triage
116847,2025-07-14,status,Triage,For Refinement
116847,2025-07-17,status,For Refinement,In Refinement
116847,2025-07-20,status,In Refinement,In Progress
116847,2025-07-22,status,In Progress,Done
112227,2025-05-04,status,Lista de desejos,Backlog
112227,2025-05-07,status,Backlog,Triage
112227,2025-05-10,status,Triage,For Refinement
112227,2025-05-12,status,For Refinement,In Refinement
112227,2025-05-15,status,In Refinement,In Progress
112227,2025-05-18,status,In Progress,Done
102846,2025-10-06,status,Lista de desejos,Backlog
102846,2025-10-09,status,Backlog,Triage
102846,2025-10-11,status,Triage,For Refinement
102846,2025-10-14,status,For Refinement,In Refinement
102846,2025-10-16,status,In Refinement,In Progress
102846,2025-10-19,status,In Progress,Done
113807,2025-11-14,status,Lista de desejos,Backlog
113807,2025-11-16,status,Backlog,Triage
113807,2025-11-18,status,Triage,For Refinement
113807,2025-11-20,status,For Refinement,In Refinement
113807,2025-11-22,status,In Refinement,In Progress
113807,2025-11-24,status,In Progress,Done
123048,2025-11-27,status,Backlog,Triage
123048,2025-12-02,status,Triage,For Refinement
123048,2025-12-07,status,For Refinement,In Refinement
123048,2025-12-12,status,In Refinement,For Technical Analysis
123048,2025-12-17,status,For Technical Analysis,In Technical Analysis
123048,2025-12-22,status,In Technical Analysis,Ready for Development
115878,2025-11-09,status,Backlog,Triage
115878,2025-11-16,status,Triage,For Refinement
115878,2025-11-22,status,For Refinement,In Refinement
115878,2025-11-29,status,In Refinement,For Technical Analysis
115878,2025-12-06,status,For Technical Analysis,In Technical Analysis
115878,2025-12-12,status,In Technical Analysis,Ready for Development
115878,2025-12-19,status,Ready for Development,In Development
108956,2025-12-11,status,Lista de desejos,Backlog
108956,2025-12-13,status,Backlog,Triage
108956,2025-12-14,status,Triage,For Refinement
108956,2025-12-16,status,For Refinement,In Refinement
108956,2025-12-17,status,In Refinement,In Progress
108956,2025-12-19,status,In Progress,Done
111284,2025-12-14,status,Lista de desejos,Backlog
111284,2025-12-17,status,Backlog,Triage
111284,2025-12-19,status,Triage,For Refinement
111284,2025-12-22,status,For Refinement,In Refinement
111284,2025-12-24,status,In Refinement,In Progress
111284,2025-12-27,status,In Progress,Done
109157,2025-07-11,status,Lista de desejos,Backlog
109157,2025-07-16,status,Backlog,Triage
109157,2025-07-20,status,Triage,For Refinement
109157,2025-07-24,status,For Refinement,In Refinement
109157,2025-07-28,status,In Refinement,In Progress
109157,2025-08-02,status,In Progress,Done
118640,2025-06-11,status,Lista de desejos,Backlog
118640,2025-06-14,status,Backlog,Triage
118640,2025-06-18,status,Triage,For Refinement
118640,2025-06-21,status,For Refinement,In Refinement
118640,2025-06-25,status,In Refinement,In Progress
118640,2025-06-28,status,In Progress,Done
108715,2025-08-09,status,Backlog,Triage
108715,2025-08-14,status,Triage,For Refinement
108715,2025-08-20,status,For Refinement,In Refinement
108715,2025-08-25,status,In Refinement,For Technical Analysis
124348,2025-05-31,status,Backlog,Triage
106988,2025-01-25,status,Lista de desejos,Backlog
106988,2025-01-28,status,Backlog,Triage
106988,2025-02-01,status,Triage,For Refinement
106988,2025-02-04,status,For Refinement,In Refinement
106988,2025-02-08,status,In Refinement,In Progress
106988,2025-02-11,status,In Progress,Done
123944,2025-01-25,status,Lista de desejos,Backlog
123944,2025-01-29,status,Backlog,Triage
123944,2025-02-01,status,Triage,For Refinement
123944,2025-02-05,status,For Refinement,In Refinement
123944,2025-02-08,status,In Refinement,In Progress
123944,2025-02-12,status,In Progress,Done
112138,2025-06-27,status,Lista de desejos,Backlog
112138,2025-06-30,status,Backlog,Triage
112138,2025-07-04,status,Triage,For Refinement
112138,2025-07-08,status,For Refinement,In Refinement
112138,2025-07-12,status,In Refinement,In Progress
112138,2025-07-15,status,In Progress,Done
117298,2025-08-06,status,Lista de desejos,Backlog
117298,2025-08-10,status,Backlog,Triage
117298,2025-08-14,status,Triage,For Refinement
117298,2025-08-18,status,For Refinement,In Refinement
117298,2025-08-22,status,In Refinement,In Progress
117298,2025-08-26,status,In Progress,Done
123347,2025-04-23,status,Lista de desejos,Backlog
123347,2025-04-25,status,Backlog,Triage
123347,2025-04-27,status,Triage,For Refinement
123347,2025-04-28,status,For Refinement,In Refinement
123347,2025-04-30,status,In Refinement,In Progress
123347,2025-05-02,status,In Progress,Done
104104,2025-07-10,status,Lista de desejos,Backlog
104104,2025-07-13,status,Backlog,Triage
104104,2025-07-15,status,Triage,For Refinement
104104,2025-07-18,status,For Refinement,In Refinement
104104,2025-07-20,status,In Refinement,In Progress
104104,2025-07-23,status,In Progress,Done
108376,2025-12-24,status,Lista de desejos,Backlog
108376,2025-12-27,status,Backlog,Triage
108376,2025-12-30,status,Triage,For Refinement
108376,2026-01-03,status,For Refinement,In Refinement
108376,2026-01-06,status,In Refinement,In Progress
108376,2026-01-09,status,In Progress,Done
121676,2025-04-02,status,Lista de desejos,Backlog
121676,2025-04-06,status,Backlog,Triage
121676,2025-04-10,status,Triage,For Refinement
121676,2025-04-13,status,For Refinement,In Refinement
121676,2025-04-17,status,In Refinement,In Progress
121676,2025-04-21,status,In Progress,Done
106325,2025-05-22,status,Lista de desejos,Backlog
106325,2025-05-25,status,Backlog,Triage
106325,2025-05-28,status,Triage,For Refinement
106325,2025-06-01,status,For Refinement,In Refinement
106325,2025-06-04,status,In Refinement,In Progress
106325,2025-06-07,status,In Progress,Done
119956,2025-01-10,status,Backlog,Triage
119956,2025-01-13,status,Triage,For Refinement
119956,2025-01-16,status,For Refinement,In Refinement
119956,2025-01-19,status,In Refinement,For Technical Analysis
119956,2025-01-22,status,For Technical Analysis,In Technical Analysis
104141,2025-05-06,status,Backlog,Triage
122548,2025-09-25,status,Backlog,Triage
122548,2025-09-28,status,Triage,For Refinement
122548,2025-10-02,status,For Refinement,In Refinement
122548,2025-10-05,status,In Refinement,For Technical Analysis
122548,2025-10-09,status,For Technical Analysis,In Technical Analysis
122548,2025-10-13,status,In Technical Analysis,Ready for Development
122548,2025-10-16,status,Ready for Development,In Development
122548,2025-10-20,status,In Development,For Release
122548,2025-10-23,status,For Release,Waiting Information
115336,2025-08-02,status,Lista de desejos,Backlog
115336,2025-08-07,status,Backlog,Triage
115336,2025-08-11,status,Triage,For Refinement
115336,2025-08-15,status,For Refinement,In Refinement
115336,2025-08-19,status,In Refinement,In Progress
115336,2025-08-24,status,In Progress,Done
112658,2025-06-21,status,Backlog,Triage
112658,2025-06-27,status,Triage,For Refinement
112658,2025-07-02,status,For Refinement,In Refinement
112658,2025-07-08,status,In Refinement,For Technical Analysis
112658,2025-07-14,status,For Technical Analysis,In Technical Analysis
112658,2025-07-20,status,In Technical Analysis,Ready for Development
112658,2025-07-25,status,Ready for Development,In Development
112658,2025-07-31,status,In Development,For Release
102076,2025-04-07,status,Backlog,Triage
112608,2025-06-07,status,Lista de desejos,Backlog
112608,2025-06-11,status,Backlog,Triage
112608,2025-06-15,status,Triage,For Refinement
112608,2025-06-20,status,For Refinement,In Refinement
112608,2025-06-24,status,In Refinement,In Progress
112608,2025-06-28,status,In Progress,Done
124213,2025-07-02,status,Backlog,Triage
124213,2025-07-09,status,Triage,For Refinement
124213,2025-07-17,status,For Refinement,In Refinement
124213,2025-07-24,status,In Refinement,For Technical Analysis
124213,2025-08-01,status,For Technical Analysis,In Technical Analysis
124213,2025-08-08,status,In Technical Analysis,Ready for Development
123007,2025-06-19,status,Backlog,Triage
123007,2025-06-24,status,Triage,For Refinement
123007,2025-06-30,status,For Refinement,In Refinement
123007,2025-07-06,status,In Refinement,For Technical Analysis
123007,2025-07-11,status,For Technical Analysis,In Technical Analysis
123007,2025-07-17,status,In Technical Analysis,Ready for Development
123007,2025-07-23,status,Ready for Development,In Development
123007,2025-07-29,status,In Development,For Release
123007,2025-08-03,status,For Release,Waiting Information
112448,2025-05-15,status,Lista de desejos,Backlog
112448,2025-05-18,status,Backlog,Triage
112448,2025-05-20,status,Triage,For Refinement
112448,2025-05-22,status,For Refinement,In Refinement
112448,2025-05-24,status,In Refinement,In Progress
112448,2025-05-27,status,In Progress,Done
110687,2025-10-07,status,Backlog,Triage
123828,2025-10-04,status,Lista de desejos,Backlog
123828,2025-10-08,status,Backlog,Triage
123828,2025-10-12,status,Triage,For Refinement
123828,2025-10-16,status,For Refinement,In Refinement
123828,2025-10-20,status,In Refinement,In Progress
123828,2025-10-24,status,In Progress,Done
112176,2025-06-02,status,Lista de desejos,Backlog
112176,2025-06-06,status,Backlog,Triage
112176,2025-06-10,status,Triage,For Refinement
112176,2025-06-13,status,For Refinement,In Refinement
112176,2025-06-17,status,In Refinement,In Progress
112176,2025-06-21,status,In Progress,Done
120292,2025-07-26,status,Lista de desejos,Backlog
120292,2025-07-27,status,Backlog,Triage
120292,2025-07-29,status,Triage,For Refinement
120292,2025-07-31,status,For Refinement,In Refinement
120292,2025-08-02,status,In Refinement,In Progress
120292,2025-08-03,status,In Progress,Done
104965,2025-03-25,status,Lista de desejos,Backlog
104965,2025-03-28,status,Backlog,Triage
104965,2025-03-31,status,Triage,For Refinement
104965,2025-04-03,status,For Refinement,In Refinement
104965,2025-04-07,status,In Refinement,In Progress
104965,2025-04-10,status,In Progress,Done
104965,2025-04-13,status,Done,Canceled
100584,2025-05-23,status,Backlog,Triage
100584,2025-05-29,status,Triage,For Refinement
100584,2025-06-03,status,For Refinement,In Refinement
100584,2025-06-09,status,In Refinement,For Technical Analysis
100584,2025-06-14,status,For Technical Analysis,In Technical Analysis
100584,2025-06-20,status,In Technical Analysis,Ready for Development
100584,2025-06-25,status,Ready for Development,In Development
100584,2025-07-01,status,In Development,For Release
115642,2025-11-02,status,Lista de desejos,Backlog
115642,2025-11-05,status,Backlog,Triage
115642,2025-11-08,status,Triage,For Refinement
115642,2025-11-11,status,For Refinement,In Refinement
115642,2025-11-14,status,In Refinement,In Progress
115642,2025-11-17,status,In Progress,Done
123279,2025-09-24,status,Lista de desejos,Backlog
123279,2025-09-27,status,Backlog,Triage
123279,2025-10-01,status,Triage,For Refinement
123279,2025-10-05,status,For Refinement,In Refinement
123279,2025-10-09,status,In Refinement,In Progress
123279,2025-10-12,status,In Progress,Done
104611,2025-09-27,status,Lista de desejos,Backlog
104611,2025-09-30,status,Backlog,Triage
104611,2025-10-03,status,Triage,For Refinement
104611,2025-10-05,status,For Refinement,In Refinement
104611,2025-10-08,status,In Refinement,In Progress
104611,2025-10-11,status,In Progress,Done
123526,2025-10-05,status,Backlog,Triage
123526,2025-10-09,status,Triage,For Refinement
123526,2025-10-14,status,For Refinement,In Refinement
123526,2025-10-18,status,In Refinement,For Technical Analysis
123526,2025-10-23,status,For Technical Analysis,In Technical Analysis
123526,2025-10-28,status,In Technical Analysis,Ready for Development
123526,2025-11-01,status,Ready for Development,In Development
123526,2025-11-06,status,In Development,For Release
123526,2025-11-10,status,For Release,Waiting Information
116315,2025-06-21,status,Lista de desejos,Backlog
116315,2025-06-23,status,Backlog,Triage
116315,2025-06-24,status,Triage,For Refinement
116315,2025-06-26,status,For Refinement,In Refinement
116315,2025-06-27,status,In Refinement,In Progress
116315,2025-06-29,status,In Progress,Done
119447,2025-06-19,status,Lista de desejos,Backlog
119447,2025-06-22,status,Backlog,Triage
119447,2025-06-25,status,Triage,For Refinement
119447,2025-06-28,status,For Refinement,In Refinement
119447,2025-07-01,status,In Refinement,In Progress
119447,2025-07-04,status,In Progress,Done
113722,2025-06-11,status,Backlog,Triage
113722,2025-06-17,status,Triage,For Refinement
113722,2025-06-22,status,For Refinement,In Refinement
113722,2025-06-28,status,In Refinement,For Technical Analysis
121986,2025-10-15,status,Lista de desejos,Backlog
121986,2025-10-18,status,Backlog,Triage
121986,2025-10-21,status,Triage,For Refinement
121986,2025-10-24,status,For Refinement,In Refinement
121986,2025-10-27,status,In Refinement,In Progress
121986,2025-10-30,status,In Progress,Done
108708,2025-07-13,status,Lista de desejos,Backlog
108708,2025-07-16,status,Backlog,Triage
108708,2025-07-20,status,Triage,For Refinement
108708,2025-07-24,status,For Refinement,In Refinement
108708,2025-07-28,status,In Refinement,In Progress
108708,2025-07-31,status,In Progress,Done
113262,2025-06-05,status,Backlog,Triage
113262,2025-06-10,status,Triage,For Refinement
113262,2025-06-15,status,For Refinement,In Refinement
113262,2025-06-20,status,In Refinement,For Technical Analysis
113262,2025-06-25,status,For Technical Analysis,In Technical Analysis
113262,2025-06-30,status,In Technical Analysis,Ready for Development
111348,2025-06-20,status,Lista de desejos,Backlog
111348,2025-06-24,status,Backlog,Triage
111348,2025-06-28,status,Triage,For Refinement
111348,2025-07-02,status,For Refinement,In Refinement
111348,2025-07-06,status,In Refinement,In Progress
111348,2025-07-10,status,In Progress,Done
102527,2025-10-01,status,Backlog,Triage
117119,2025-06-19,status,Lista de desejos,Backlog
117119,2025-06-22,status,Backlog,Triage
117119,2025-06-25,status,Triage,For Refinement
117119,2025-06-28,status,For Refinement,In Refinement
117119,2025-07-01,status,In Refinement,In Progress
117119,2025-07-04,status,In Progress,Done
105106,2025-11-21,status,Backlog,Triage
105106,2025-11-23,status,Triage,For Refinement
105106,2025-11-25,status,For Refinement,In Refinement
105106,2025-11-27,status,In Refinement,For Technical Analysis
103826,2025-07-12,status,Backlog,Triage
103826,2025-07-15,status,Triage,For Refinement
103826,2025-07-19,status,For Refinement,In Refinement
103826,2025-07-22,status,In Refinement,For Technical Analysis
103826,2025-07-25,status,For Technical Analysis,In Technical Analysis
103826,2025-07-28,status,In Technical Analysis,Ready for Development
103826,2025-08-01,status,Ready for Development,In Development
103826,2025-08-04,status,In Development,For Release
106858,2025-06-30,status,Lista de desejos,Backlog
106858,2025-07-04,status,Backlog,Triage
106858,2025-07-09,status,Triage,For Refinement
106858,2025-07-14,status,For Refinement,In Refinement
106858,2025-07-18,status,In Refinement,In Progress
110424,2025-05-05,status,Lista de desejos,Backlog
110424,2025-05-08,status,Backlog,Triage
110424,2025-05-11,status,Triage,For Refinement
110424,2025-05-14,status,For Refinement,In Refinement
110424,2025-05-17,status,In Refinement,In Progress
110424,2025-05-20,status,In Progress,Done
117096,2025-05-27,status,Lista de desejos,Backlog
117096,2025-05-30,status,Backlog,Triage
117096,2025-06-02,status,Triage,For Refinement
117096,2025-06-06,status,For Refinement,In Refinement
117096,2025-06-09,status,In Refinement,In Progress
117096,2025-06-12,status,In Progress,Done
102229,2025-10-28,status,Lista de desejos,Backlog
102229,2025-10-31,status,Backlog,Triage
102229,2025-11-04,status,Triage,For Refinement
102229,2025-11-08,status,For Refinement,In Refinement
102229,2025-11-12,status,In Refinement,In Progress
102229,2025-11-15,status,In Progress,Done
114896,2025-10-04,status,Backlog,Triage
114896,2025-10-11,status,Triage,For Refinement
115454,2025-06-29,status,Lista de desejos,Backlog
115454,2025-07-03,status,Backlog,Triage
115454,2025-07-07,status,Triage,For Refinement
115454,2025-07-11,status,For Refinement,In Refinement
115454,2025-07-15,status,In Refinement,In Progress
115454,2025-07-19,status,In Progress,Done
107760,2025-09-28,status,Backlog,Triage
107760,2025-10-02,status,Triage,For Refinement
107760,2025-10-06,status,For Refinement,In Refinement
107760,2025-10-10,status,In Refinement,For Technical Analysis
107760,2025-10-15,status,For Technical Analysis,In Technical Analysis
107760,2025-10-19,status,In Technical Analysis,Ready for Development
107760,2025-10-23,status,Ready for Development,In Development
107760,2025-10-27,status,In Development,For Release
123792,2025-04-30,status,Backlog,Triage
123792,2025-05-06,status,Triage,For Refinement
123792,2025-05-13,status,For Refinement,In Refinement
123792,2025-05-20,status,In Refinement,For Technical Analysis
123792,2025-05-26,status,For Technical Analysis,In Technical Analysis
123792,2025-06-02,status,In Technical Analysis,Ready for Development
123792,2025-06-09,status,Ready for Development,In Development
123792,2025-06-15,status,In Development,For Release
112081,2025-12-01,status,Lista de desejos,Backlog
112081,2025-12-03,status,Backlog,Triage
112081,2025-12-05,status,Triage,For Refinement
112081,2025-12-08,status,For Refinement,In Refinement
112081,2025-12-10,status,In Refinement,In Progress
112081,2025-12-12,status,In Progress,Done
113323,2025-08-13,status,Lista de desejos,Backlog
113323,2025-08-15,status,Backlog,Triage
113323,2025-08-18,status,Triage,For Refinement
113323,2025-08-20,status,For Refinement,In Refinement
113323,2025-08-23,status,In Refinement,In Progress
113323,2025-08-25,status,In Progress,Done
113173,2025-05-05,status,Lista de desejos,Backlog
113173,2025-05-08,status,Backlog,Triage
113173,2025-05-10,status,Triage,For Refinement
113173,2025-05-13,status,For Refinement,In Refinement
113173,2025-05-15,status,In Refinement,In Progress
113173,2025-05-18,status,In Progress,Done
111439,2025-07-06,status,Lista de desejos,Backlog
111439,2025-07-09,status,Backlog,Triage
111439,2025-07-12,status,Triage,For Refinement
111439,2025-07-16,status,For Refinement,In Refinement
111439,2025-07-20,status,In Refinement,In Progress
111439,2025-07-23,status,In Progress,Done
111439,2025-07-26,status,Done,Canceled
108364,2025-08-04,status,Lista de desejos,Backlog
108364,2025-08-08,status,Backlog,Triage
108364,2025-08-11,status,Triage,For Refinement
108364,2025-08-15,status,For Refinement,In Refinement
108364,2025-08-18,status,In Refinement,In Progress
108364,2025-08-22,status,In Progress,Done
122723,2025-05-20,status,Backlog,Triage
122723,2025-05-28,status,Triage,For Refinement
122723,2025-06-05,status,For Refinement,In Refinement
122723,2025-06-13,status,In Refinement,For Technical Analysis
122723,2025-06-21,status,For Technical Analysis,In Technical Analysis
101036,2025-05-19,status,Lista de desejos,Backlog
101036,2025-05-22,status,Backlog,Triage
101036,2025-05-26,status,Triage,For Refinement
101036,2025-05-29,status,For Refinement,In Refinement
101036,2025-06-02,status,In Refinement,In Progress
101036,2025-06-05,status,In Progress,Done
102030,2025-12-02,status,Lista de desejos,Backlog
102030,2025-12-06,status,Backlog,Triage
102030,2025-12-09,status,Triage,For Refinement
102030,2025-12-13,status,For Refinement,In Refinement
102030,2025-12-16,status,In Refinement,In Progress
102030,2025-12-20,status,In Progress,Done
120211,2025-05-04,status,Lista de desejos,Backlog
120211,2025-05-06,status,Backlog,Triage
120211,2025-05-09,status,Triage,For Refinement
120211,2025-05-11,status,For Refinement,In Refinement
120211,2025-05-14,status,In Refinement,In Progress
120211,2025-05-16,status,In Progress,Done
118599,2025-06-30,status,Backlog,Triage
118599,2025-07-08,status,Triage,For Refinement
118599,2025-07-15,status,For Refinement,In Refinement
118599,2025-07-22,status,In Refinement,For Technical Analysis
118599,2025-07-29,status,For Technical Analysis,In Technical Analysis
118599,2025-08-06,status,In Technical Analysis,Ready for Development
113292,2025-07-21,status,Backlog,Triage
113292,2025-07-27,status,Triage,For Refinement
113292,2025-08-02,status,For Refinement,In Refinement
113292,2025-08-08,status,In Refinement,For Technical Analysis
100881,2025-03-04,status,Lista de desejos,Backlog
100881,2025-03-07,status,Backlog,Triage
100881,2025-03-09,status,Triage,For Refinement
100881,2025-03-11,status,For Refinement,In Refinement
100881,2025-03-13,status,In Refinement,In Progress
100881,2025-03-16,status,In Progress,Done
107859,2025-08-08,status,Lista de desejos,Backlog
107859,2025-08-11,status,Backlog,Triage
107859,2025-08-13,status,Triage,For Refinement
107859,2025-08-15,status,For Refinement,In Refinement
107859,2025-08-17,status,In Refinement,In Progress
107859,2025-08-20,status,In Progress,Done
118518,2025-06-13,status,Backlog,Triage
118518,2025-06-26,status,Triage,For Refinement
109189,2025-11-30,status,Backlog,Triage
109189,2025-12-12,status,Triage,For Refinement
102887,2025-10-18,status,Backlog,Triage
102887,2025-10-25,status,Triage,For Refinement
102887,2025-10-31,status,For Refinement,In Refinement
102887,2025-11-06,status,In Refinement,For Technical Analysis
102887,2025-11-13,status,For Technical Analysis,In Technical Analysis
122816,2025-05-23,status,Backlog,Triage
122816,2025-06-01,status,Triage,For Refinement
122816,2025-06-09,status,For Refinement,In Refinement
122816,2025-06-18,status,In Refinement,For Technical Analysis
122816,2025-06-27,status,For Technical Analysis,In Technical Analysis
123956,2025-03-09,status,Lista de desejos,Backlog
123956,2025-03-11,status,Backlog,Triage
123956,2025-03-14,status,Triage,For Refinement
123956,2025-03-16,status,For Refinement,In Refinement
123956,2025-03-19,status,In Refinement,In Progress
123956,2025-03-21,status,In Progress,Done
124799,2025-09-13,status,Lista de desejos,Backlog
124799,2025-09-15,status,Backlog,Triage
124799,2025-09-17,status,Triage,For Refinement
124799,2025-09-19,status,For Refinement,In Refinement
124799,2025-09-21,status,In Refinement,In Progress
124799,2025-09-23,status,In Progress,Done
105976,2025-05-28,status,Lista de desejos,Backlog
105976,2025-05-30,status,Backlog,Triage
105976,2025-05-31,status,Triage,For Refinement
105976,2025-06-02,status,For Refinement,In Refinement
105976,2025-06-03,status,In Refinement,In Progress
105976,2025-06-05,status,In Progress,Done
108454,2025-09-16,status,Lista de desejos,Backlog
108454,2025-09-22,status,Backlog,Triage
108454,2025-09-27,status,Triage,For Refinement
106107,2025-07-13,status,Lista de desejos,Backlog
106107,2025-07-16,status,Backlog,Triage
106107,2025-07-18,status,Triage,For Refinement
106107,2025-07-21,status,For Refinement,In Refinement
106107,2025-07-23,status,In Refinement,In Progress
106107,2025-07-26,status,In Progress,Done
118268,2025-07-10,status,Lista de desejos,Backlog
118268,2025-07-14,status,Backlog,Triage
118268,2025-07-18,status,Triage,For Refinement
118268,2025-07-21,status,For Refinement,In Refinement
118268,2025-07-25,status,In Refinement,In Progress
118268,2025-07-29,status,In Progress,Done
114039,2025-03-10,status,Lista de desejos,Backlog
114039,2025-03-13,status,Backlog,Triage
114039,2025-03-15,status,Triage,For Refinement
114039,2025-03-18,status,For Refinement,In Refinement
114039,2025-03-20,status,In Refinement,In Progress
114039,2025-03-23,status,In Progress,Done
111733,2025-01-16,status,Backlog,Triage
111733,2025-01-27,status,Triage,For Refinement
111733,2025-02-07,status,For Refinement,In Refinement
124581,2025-03-31,status,Lista de desejos,Backlog
124581,2025-04-03,status,Backlog,Triage
124581,2025-04-05,status,Triage,For Refinement
124581,2025-04-07,status,For Refinement,In Refinement
124581,2025-04-09,status,In Refinement,In Progress
124581,2025-04-12,status,In Progress,Done
122309,2025-03-02,status,Lista de desejos,Backlog
122309,2025-03-06,status,Backlog,Triage
122309,2025-03-09,status,Triage,For Refinement
122309,2025-03-13,status,For Refinement,In Refinement
122309,2025-03-16,status,In Refinement,In Progress
122309,2025-03-20,status,In Progress,Done
122987,2025-04-27,status,Backlog,Triage
122987,2025-05-05,status,Triage,For Refinement
122987,2025-05-13,status,For Refinement,In Refinement
122987,2025-05-21,status,In Refinement,For Technical Analysis
104034,2025-06-01,status,Backlog,Triage
104034,2025-06-13,status,Triage,For Refinement
104034,2025-06-25,status,For Refinement,In Refinement
104034,2025-07-07,status,In Refinement,For Technical Analysis
105375,2025-07-17,status,Backlog,Triage
105375,2025-07-24,status,Triage,For Refinement
105375,2025-07-31,status,For Refinement,In Refinement
105375,2025-08-08,status,In Refinement,For Technical Analysis
105375,2025-08-16,status,For Technical Analysis,In Technical Analysis
105375,2025-08-23,status,In Technical Analysis,Ready for Development
105375,2025-08-30,status,Ready for Development,In Development
112829,2025-09-06,status,Lista de desejos,Backlog
112829,2025-09-07,status,Backlog,Triage
112829,2025-09-09,status,Triage,For Refinement
112829,2025-09-11,status,For Refinement,In Refinement
112829,2025-09-13,status,In Refinement,In Progress
112829,2025-09-14,status,In Progress,Done
113884,2025-11-13,status,Backlog,Triage
113884,2025-12-02,status,Triage,For Refinement
123932,2025-05-01,status,Lista de desejos,Backlog
123932,2025-05-04,status,Backlog,Triage
123932,2025-05-07,status,Triage,For Refinement
123932,2025-05-09,status,For Refinement,In Refinement
123932,2025-05-12,status,In Refinement,In Progress
123932,2025-05-15,status,In Progress,Done
108671,2025-07-13,status,Backlog,Triage
108671,2025-07-17,status,Triage,For Refinement
108671,2025-07-20,status,For Refinement,In Refinement
108671,2025-07-23,status,In Refinement,For Technical Analysis
108671,2025-07-27,status,For Technical Analysis,In Technical Analysis
120942,2025-10-04,status,Backlog,Triage
120942,2025-10-22,status,Triage,For Refinement
115424,2025-07-26,status,Backlog,Triage
115424,2025-07-28,status,Triage,For Refinement
115424,2025-07-30,status,For Refinement,In Refinement
115424,2025-08-02,status,In Refinement,For Technical Analysis
115424,2025-08-04,status,For Technical Analysis,In Technical Analysis
115424,2025-08-06,status,In Technical Analysis,Ready for Development
103625,2025-01-31,status,Lista de desejos,Backlog
103625,2025-02-04,status,Backlog,Triage
103625,2025-02-07,status,Triage,For Refinement
103625,2025-02-11,status,For Refinement,In Refinement
103625,2025-02-14,status,In Refinement,In Progress
103625,2025-02-17,status,In Progress,Done
103625,2025-02-21,status,Done,Canceled
116235,2025-06-23,status,Lista de desejos,Backlog
116235,2025-06-26,status,Backlog,Triage
116235,2025-06-30,status,Triage,For Refinement
116235,2025-07-03,status,For Refinement,In Refinement
116235,2025-07-07,status,In Refinement,In Progress
116235,2025-07-10,status,In Progress,Done
109326,2025-08-25,status,Lista de desejos,Backlog
109326,2025-08-26,status,Backlog,Triage
109326,2025-08-28,status,Triage,For Refinement
109326,2025-08-29,status,For Refinement,In Refinement
109326,2025-08-31,status,In Refinement,In Progress
109326,2025-09-01,status,In Progress,Done
120831,2025-11-12,status,Lista de desejos,Backlog
120831,2025-11-14,status,Backlog,Triage
120831,2025-11-17,status,Triage,For Refinement
120831,2025-11-19,status,For Refinement,In Refinement
120831,2025-11-22,status,In Refinement,In Progress
120831,2025-11-24,status,In Progress,Done
121536,2025-12-19,status,Lista de desejos,Backlog
121536,2025-12-24,status,Backlog,Triage
121536,2025-12-28,status,Triage,For Refinement
121536,2026-01-01,status,For Refinement,In Refinement
121536,2026-01-05,status,In Refinement,In Progress
121536,2026-01-10,status,In Progress,Done
109688,2025-01-26,status,Backlog,Triage
109688,2025-01-28,status,Triage,For Refinement
109688,2025-01-31,status,For Refinement,In Refinement
109688,2025-02-02,status,In Refinement,For Technical Analysis
109688,2025-02-05,status,For Technical Analysis,In Technical Analysis
109688,2025-02-07,status,In Technical Analysis,Ready for Development
109688,2025-02-10,status,Ready for Development,In Development
109688,2025-02-12,status,In Development,For Release
109688,2025-02-15,status,For Release,Waiting Information
109688,2025-02-17,status,Waiting Information,Information Sent
108119,2025-07-20,status,Lista de desejos,Backlog
108119,2025-07-24,status,Backlog,Triage
108119,2025-07-28,status,Triage,For Refinement
108119,2025-07-31,status,For Refinement,In Refinement
108119,2025-08-04,status,In Refinement,In Progress
108119,2025-08-08,status,In Progress,Done
107054,2025-06-28,status,Backlog,Triage
107054,2025-07-02,status,Triage,For Refinement
107054,2025-07-05,status,For Refinement,In Refinement
107054,2025-07-09,status,In Refinement,For Technical Analysis
107054,2025-07-13,status,For Technical Analysis,In Technical Analysis
107054,2025-07-17,status,In Technical Analysis,Ready for Development
107054,2025-07-21,status,Ready for Development,In Development
107054,2025-07-25,status,In Development,For Release
107054,2025-07-28,status,For Release,Waiting Information
107054,2025-08-01,status,Waiting Information,Information Sent
123142,2025-08-10,status,Lista de desejos,Backlog
123142,2025-08-13,status,Backlog,Triage
123142,2025-08-17,status,Triage,For Refinement
123142,2025-08-20,status,For Refinement,In Refinement
123142,2025-08-24,status,In Refinement,In Progress
123142,2025-08-27,status,In Progress,Done
105087,2025-05-06,status,Backlog,Triage
105087,2025-05-14,status,Triage,For Refinement
105087,2025-05-21,status,For Refinement,In Refinement
105087,2025-05-29,status,In Refinement,For Technical Analysis
105087,2025-06-05,status,For Technical Analysis,In Technical Analysis
105087,2025-06-13,status,In Technical Analysis,Ready for Development
