ID Card,Tipo de Card,Status,SLA Resposta,SLA Resolução,Equipe,Data de Criação,Data de resolução,Data de reabertura,Data prevista para entrega,Data replanejada para entrega,Horas estimadas do projeto,Data da carga
117200,SUBTASK,Done,,,Equipe 1,2025-05-17,2025-06-06,,2025-06-07,,,2025-06-06
106961,SUBTASK,Done,,,Equipe 1,2025-06-24,2025-07-19,,2025-07-18,,,2025-07-19
115733,BUG SUBTASK,Done,,,Equipe 1,2025-06-30,2025-07-26,,2025-07-19,,,2025-07-26
119819,BUG,Done,MET,MET,Equipe 2,2025-07-07,2025-08-05,,2025-07-21,,144,2025-08-05
108009,SUBTASK,Done,,,Equipe 1,2025-06-27,2025-07-24,,2025-07-22,2025-07-28,,2025-07-24
106066,BUG,Done,MET,MET,Equipe 1,2025-06-29,2025-07-15,,2025-07-20,,160,2025-07-15
103505,SUBTASK,Done,,,Equipe 3,2025-06-02,2025-06-19,,2025-06-23,,,2025-06-19
117676,BUG SUBTASK,Done,,,Equipe 1,2025-10-23,2025-11-13,,2025-11-03,,,2025-11-13
102905,SUBTASK,Done,,,Equipe 1,2025-04-13,2025-05-05,,2025-05-08,,,2025-05-05
102243,BUG,Done,MET,MET,Equipe 1,2025-05-28,2025-06-10,,2025-06-11,,8,2025-06-10
101335,BUG,Done,MET,EXCEEDED,Equipe 1,2025-01-06,2025-02-05,,2025-01-31,,24,2025-02-05
101593,TASK,Done,,,Equipe 1,2025-08-19,2025-08-29,,2025-09-02,,44,2025-08-29
113946,TASK,Done,,,Equipe 2,2025-03-31,2025-04-29,,2025-04-22,,88,2025-04-29
104534,EPIC,Done,,,Equipe 1,2025-09-26,2025-10-22,,2025-10-14,,,2025-10-22
110725,BUG SUBTASK,Done,,,Equipe 5,2025-05-31,2025-06-17,,2025-06-21,,,2025-06-17
121400,SUBTASK,Done,,,Equipe 1,2025-01-21,2025-02-05,,2025-02-09,,,2025-02-05
122902,TASK,Done,,,Equipe 1,2025-05-03,2025-05-23,,2025-05-29,,16,2025-05-23
110662,SUBTASK,Done,,,Equipe 2,2025-10-30,2025-11-17,,2025-11-17,,,2025-11-17
100568,SUBTASK,Done,,,Equipe 1,2025-07-26,2025-08-07,,2025-08-11,,,2025-08-07
107291,BUG SUBTASK,Done,,,Equipe 1,2025-06-23,2025-07-21,,2025-07-17,,,2025-07-21
104176,BUG SUBTASK,Done,,,Equipe 1,2025-01-10,2025-01-21,,2025-02-02,,,2025-01-21
103508,BUG,Done,MET,MET,Equipe 1,2025-07-27,2025-08-06,,2025-08-23,,28,2025-08-06
117406,BUG,Canceled,MET,MET,Equipe 1,2025-09-09,2025-09-23,,2025-10-07,,12,2025-09-23
113611,TASK,Done,,,Equipe 2,2025-06-27,2025-07-16,,2025-07-08,,128,2025-07-16
107671,SUBTASK,Done,,,Equipe 1,2025-11-28,2025-12-26,,2025-12-14,,,2025-12-26
113900,BUG SUBTASK,Done,,,Equipe 1,2025-06-09,2025-06-28,,2025-07-03,,,2025-06-28
106461,TASK,Canceled,,,Equipe 1,2025-06-12,2025-06-24,,2025-06-26,,96,2025-06-24
117407,SUBTASK,Done,,,Equipe 1,2025-01-15,2025-02-01,,2025-02-03,,,2025-02-01
115342,SUBTASK,Done,,,Equipe 1,2025-01-08,2025-02-01,,2025-01-22,,,2025-02-01
123037,SUBTASK,Canceled,,,Equipe 2,2025-08-23,2025-09-20,,2025-09-11,,,2025-09-20
106046,BUG SUBTASK,Done,,,Equipe 1,2025-08-04,2025-08-29,,2025-08-29,,,2025-08-29
105721,BUG SUBTASK,Done,,,Equipe 2,2025-03-12,2025-04-08,,2025-04-10,,,2025-04-08
115163,BUG,Done,MET,MET,Equipe 1,2025-07-17,2025-08-07,,2025-08-10,,156,2025-08-07
114472,SUBTASK,Done,,,Equipe 4,2025-08-24,2025-09-11,,2025-09-06,,,2025-09-11
102789,SUBTASK,Done,,,Equipe 10,2025-03-06,2025-04-04,,2025-03-26,,,2025-04-04
117242,TASK,Done,,,Equipe 1,2025-04-17,2025-05-06,,2025-05-07,,112,2025-05-06
120470,BUG SUBTASK,Done,,,Equipe 2,2025-09-07,2025-10-01,,2025-10-05,,,2025-10-01
114117,SUBTASK,Done,,,Equipe 2,2025-05-05,2025-05-23,,2025-05-22,,,2025-05-23
105562,BUG SUBTASK,Done,,,Equipe 1,2025-11-26,2025-12-16,,2025-12-19,,,2025-12-16
118941,SUBTASK,Done,,,Equipe 1,2025-05-15,2025-06-10,,2025-06-02,2025-06-07,,2025-06-10
103516,TASK,Done,,,Equipe 1,2025-07-11,2025-07-29,,2025-07-22,2025-08-03,16,2025-07-29
111353,BUG,Done,MET,MET,Equipe 1,2025-03-09,2025-03-26,,2025-04-01,,112,2025-03-26
102442,BUG,Done,MET,MET,Equipe 4,2025-07-10,2025-07-20,,2025-08-04,,28,2025-07-20
120651,EPIC,Done,,,Equipe 1,2025-03-05,2025-03-19,,2025-03-24,,,2025-03-19
101787,EPIC,Done,,,Equipe 2,2025-04-20,2025-05-15,,2025-05-09,,,2025-05-15
121543,BUG,Done,MET,EXCEEDED,Equipe 6,2025-07-25,2025-08-15,,2025-08-06,,8,2025-08-15
105035,SUBTASK,Canceled,,,Equipe 2,2025-09-23,2025-10-18,,2025-10-20,,,2025-10-18
110224,TASK,Done,,,Equipe 1,2025-01-10,2025-01-27,,2025-02-04,,52,2025-01-27
114273,BUG SUBTASK,Done,,,Equipe 2,2025-05-02,2025-05-30,,2025-05-25,2025-06-18,,2025-05-30
105788,BUG SUBTASK,Done,,,Equipe 2,2025-09-07,2025-10-06,,2025-10-02,2025-10-28,,2025-10-06
120792,SUBTASK,Done,,,Equipe 1,2025-07-01,2025-07-29,,2025-07-20,,,2025-07-29
119001,TASK,Done,,,Equipe 1,2025-06-05,2025-06-30,,2025-06-15,,120,2025-06-30
106594,BUG SUBTASK,Done,,,Equipe 2,2025-03-08,2025-03-27,,2025-04-02,,,2025-03-27
113215,SUBTASK,Done,,,Equipe 1,2025-02-13,2025-02-24,,2025-03-09,,,2025-02-24
105818,BUG SUBTASK,Done,,,Equipe 2,2025-02-19,2025-03-07,,2025-03-01,,,2025-03-07
116486,SUBTASK,Done,,,Equipe 1,2025-09-10,2025-10-05,,2025-09-24,,,2025-10-05
105949,BUG SUBTASK,Done,,,Equipe 1,2025-02-18,2025-03-17,,2025-03-17,,,2025-03-17
100949,BUG SUBTASK,Done,,,Equipe 1,2025-12-18,2026-01-16,,2026-01-01,,,2026-01-16
102699,SUBTASK,Done,,,Equipe 1,2025-10-05,2025-10-31,,2025-11-02,,,2025-10-31
110001,BUG SUBTASK,Done,,,Equipe 1,2025-12-08,2026-01-02,,2025-12-31,,,2026-01-02
102781,SUBTASK,Done,,,Equipe 12,2025-04-24,2025-05-18,,2025-05-20,,,2025-05-18
113655,BUG SUBTASK,Done,,,Equipe 20,2025-12-08,2025-12-26,,2026-01-05,,,2025-12-26
107877,BUG,Done,MET,MET,Equipe 1,2025-07-17,2025-08-08,,2025-08-13,,64,2025-08-08
119239,SUBTASK,Done,,,Equipe 1,2025-09-26,2025-10-07,,2025-10-22,,,2025-10-07
105635,BUG,Done,MET,EXCEEDED,Equipe 1,2025-07-25,2025-08-23,,2025-08-15,2025-09-08,96,2025-08-23
123191,SUBTASK,Done,,,Equipe 1,2025-08-17,2025-09-06,,2025-08-31,,,2025-09-06
114030,TASK,Canceled,,,Equipe 2,2025-03-14,2025-03-31,,2025-04-11,,140,2025-03-31
113764,SUBTASK,Done,,,Equipe 3,2025-04-27,2025-05-25,,2025-05-09,,,2025-05-25
119749,BUG,Done,MET,MET,Equipe 1,2025-04-12,2025-05-01,,2025-04-22,,60,2025-05-01
123378,SUBTASK,Done,,,Equipe 1,2025-09-10,2025-10-07,,2025-09-28,,,2025-10-07
119875,BUG,Done,MET,MET,Equipe 1,2025-03-22,2025-04-07,,2025-04-16,,92,2025-04-07
109578,TASK,Done,,,Equipe 1,2025-04-01,2025-04-12,,2025-04-21,,48,2025-04-12
121645,INICIATIVE,Done,,,Equipe 1,2025-12-27,2026-01-11,,2026-01-19,,,2026-01-11
120452,INICIATIVE,Canceled,,,Equipe 1,2025-05-23,2025-06-07,,2025-06-20,,,2025-06-07
105377,BUG SUBTASK,Done,,,Equipe 1,2025-06-07,2025-06-17,,2025-06-28,,,2025-06-17
105275,BUG SUBTASK,Done,,,Equipe 1,2025-06-08,2025-07-03,,2025-07-07,,,2025-07-03
106695,SUBTASK,Done,,,Equipe 1,2025-08-13,2025-09-02,,2025-09-06,,,2025-09-02
101212,BUG SUBTASK,Done,,,Equipe 3,2025-03-03,2025-03-19,,2025-03-30,,,2025-03-19
100215,EPIC,Done,,,Equipe 1,2025-07-12,2025-08-10,,2025-07-27,,,2025-08-10
106440,SUBTASK,Done,,,Equipe 1,2025-05-22,2025-06-04,,2025-06-20,,,2025-06-04
103286,SUBTASK,Canceled,,,Equipe 1,2025-01-04,2025-02-01,,2025-01-20,,,2025-02-01
108263,BUG,Done,MET,MET,Equipe 1,2025-09-30,2025-10-11,,2025-10-26,,112,2025-10-11
118161,INICIATIVE,Canceled,,,Equipe 1,2025-06-30,2025-07-13,,2025-07-12,,,2025-07-13
110375,TASK,Done,,,Equipe 1,2025-08-03,2025-08-20,,2025-09-01,,44,2025-08-20
112436,SUBTASK,Done,,,Equipe 1,2025-03-04,2025-04-01,,2025-04-02,,,2025-04-01
103084,BUG,Done,MET,MET,Equipe 1,2025-11-21,2025-12-09,,2025-12-06,,12,2025-12-09
113331,EPIC,Done,,,Equipe 2,2025-05-03,2025-05-15,,2025-05-21,,,2025-05-15
117997,BUG,Done,MET,MET,Equipe 3,2025-08-12,2025-08-30,,2025-08-27,,68,2025-08-30
115511,BUG,Done,MET,MET,Equipe 1,2025-07-18,2025-08-13,,2025-08-14,2025-08-25,88,2025-08-13
111371,BUG,Done,EXCEEDED,MET,Equipe 1,2025-09-03,2025-10-02,,2025-09-14,,16,2025-10-02
111173,BUG SUBTASK,Done,,,Equipe 1,2025-09-29,2025-10-13,,2025-10-09,,,2025-10-13
114389,TASK,Done,,,Equipe 2,2025-09-24,2025-10-04,,2025-10-10,,28,2025-10-04
101703,SUBTASK,Done,,,Equipe 1,2025-09-19,2025-09-29,,2025-10-05,2025-10-10,,2025-09-29
106336,SUBTASK,Done,,,Equipe 1,2025-05-25,2025-06-21,,2025-06-14,,,2025-06-21
106131,SUBTASK,Done,,,Equipe 1,2025-08-20,2025-09-06,,2025-09-10,,,2025-09-06
115067,SUBTASK,Done,,,Equipe 1,2025-07-15,2025-08-05,,2025-08-06,,,2025-08-05
123124,TASK,Done,,,Equipe 1,2025-09-12,2025-10-10,,2025-09-28,,108,2025-10-10
117756,SUBTASK,Done,,,Equipe 1,2025-05-29,2025-06-08,,2025-06-13,,,2025-06-08
124779,TASK,Done,,,Equipe 4,2025-02-25,2025-03-19,,2025-03-12,,160,2025-03-19
116041,BUG,Done,EXCEEDED,MET,Equipe 3,2025-08-26,2025-09-25,,2025-09-13,,44,2025-09-25
111553,TASK,Canceled,,,Equipe 1,2025-07-26,2025-08-20,,2025-08-05,,160,2025-08-20
123827,SUBTASK,Done,,,Equipe 2,2025-05-12,2025-06-05,,2025-05-28,,,2025-06-05
121940,BUG SUBTASK,Done,,,Equipe 1,2025-11-20,2025-12-01,,2025-12-11,,,2025-12-01
122264,TASK,Done,,,Equipe 2,2025-08-18,2025-09-03,,2025-08-30,,76,2025-09-03
118069,EPIC,Done,,,Equipe 1,2025-07-21,2025-08-13,,2025-08-12,,,2025-08-13
113602,SUBTASK,Done,,,Equipe 1,2025-06-19,2025-07-14,,2025-07-05,,,2025-07-14
117963,SUBTASK,Done,,,Equipe 1,2025-08-01,2025-08-26,,2025-08-16,,,2025-08-26
118092,SUBTASK,Done,,,Equipe 3,2025-05-02,2025-05-20,,2025-05-21,,,2025-05-20
103442,SUBTASK,Done,,,Equipe 1,2025-09-05,2025-09-28,,2025-09-28,,,2025-09-28
121113,BUG,Done,MET,EXCEEDED,Equipe 1,2025-09-25,2025-10-19,,2025-10-11,,28,2025-10-19
114913,SUBTASK,Done,,,Equipe 3,2025-09-13,2025-09-29,,2025-09-23,,,2025-09-29
124608,SUBTASK,Done,,,Equipe 1,2025-07-19,2025-08-18,,2025-08-06,,,2025-08-18
100051,BUG SUBTASK,Done,,,Equipe 1,2025-06-14,2025-06-24,,2025-07-11,,,2025-06-24
115133,BUG SUBTASK,Done,,,Equipe 1,2025-10-21,2025-11-10,,2025-11-18,,,2025-11-10
112640,SUBTASK,Done,,,Equipe 1,2025-07-21,2025-08-08,,2025-08-03,,,2025-08-08
121344,SUBTASK,Done,,,Equipe 1,2025-07-17,2025-07-27,,2025-08-03,,,2025-07-27
124429,BUG SUBTASK,Canceled,,,Equipe 1,2025-09-30,2025-10-15,,2025-10-18,,,2025-10-15
123994,EPIC,Done,,,Equipe 1,2025-12-06,2025-12-18,,2025-12-17,,,2025-12-18
104273,SUBTASK,Done,,,Equipe 1,2025-10-14,2025-11-12,,2025-11-08,,,2025-11-12
117325,SUBTASK,Done,,,Equipe 1,2025-03-24,2025-04-13,,2025-04-07,,,2025-04-13
107994,BUG SUBTASK,Done,,,Equipe 2,2025-07-03,2025-07-20,,2025-07-21,,,2025-07-20
107030,SUBTASK,Done,,,Equipe 3,2025-11-10,2025-12-07,,2025-11-28,,,2025-12-07
109796,EPIC,Done,,,Equipe 1,2025-07-15,2025-08-03,,2025-07-29,,,2025-08-03
113797,SUBTASK,Done,,,Equipe 4,2025-11-11,2025-11-24,,2025-12-08,,,2025-11-24
102099,BUG SUBTASK,Done,,,Equipe 2,2025-07-28,2025-08-24,,2025-08-24,,,2025-08-24
119886,SUBTASK,Done,,,Equipe 1,2025-11-28,2025-12-16,,2025-12-27,,,2025-12-16
109517,INICIATIVE,Done,,,Equipe 2,2025-09-03,2025-10-03,,2025-09-21,,,2025-10-03
120110,BUG,Done,MET,MET,Equipe 1,2025-04-09,2025-05-04,,2025-05-01,,36,2025-05-04
103849,SUBTASK,Done,,,Equipe 1,2025-11-06,2025-11-18,,2025-12-01,,,2025-11-18
102454,BUG,Done,MET,EXCEEDED,Equipe 2,2025-10-14,2025-11-01,,2025-11-13,,136,2025-11-01
106953,EPIC,Done,,,Equipe 4,2025-06-19,2025-07-15,,2025-07-14,2025-08-12,,2025-07-15
124136,SUBTASK,Done,,,Equipe 4,2025-04-08,2025-05-03,,2025-04-29,,,2025-05-03
114464,BUG SUBTASK,Done,,,Equipe 1,2025-09-26,2025-10-23,,2025-10-06,,,2025-10-23
115513,SUBTASK,Done,,,Equipe 1,2025-07-09,2025-08-04,,2025-07-28,,,2025-08-04
110206,BUG,Done,MET,MET,Equipe 2,2025-06-10,2025-06-30,,2025-06-21,,40,2025-06-30
117185,SUBTASK,Done,,,Equipe 1,2025-01-31,2025-02-15,,2025-02-28,,,2025-02-15
118277,BUG SUBTASK,For Release,,,Equipe 2,2025-08-27,,,2025-09-25,,,2025-08-27
119657,TASK,Done,,,Equipe 3,2025-11-29,2025-12-10,,2025-12-13,,8,2025-12-10
119926,SUBTASK,In Refinement,,,Equipe 2,2025-06-03,,,2025-06-28,,,2025-06-03
108588,BUG,Done,MET,MET,Equipe 4,2025-01-14,2025-02-07,,2025-02-13,,104,2025-02-07
115824,BUG,Done,EXCEEDED,MET,Equipe 1,2025-02-05,2025-02-24,,2025-03-05,,60,2025-02-24
115113,SUBTASK,Done,,,Equipe 2,2025-07-23,2025-08-19,,2025-08-10,,,2025-08-19
122562,BUG,Done,EXCEEDED,MET,Equipe 1,2025-03-11,2025-04-01,,2025-03-31,,24,2025-04-01
118221,SUBTASK,Done,,,Equipe 1,2025-05-30,2025-06-24,,2025-06-16,,,2025-06-24
123507,BUG,Done,MET,MET,Equipe 5,2025-06-18,2025-07-07,,2025-06-30,,160,2025-07-07
114445,INICIATIVE,Done,,,Equipe 1,2025-07-10,2025-07-24,,2025-08-05,,,2025-07-24
120240,SUBTASK,Done,,,Equipe 1,2025-05-18,2025-05-29,,2025-06-11,,,2025-05-29
111905,SUBTASK,Canceled,,,Equipe 2,2025-05-26,2025-06-10,,2025-06-12,,,2025-06-10
103437,BUG,Canceled,MET,MET,Equipe 2,2025-03-11,2025-03-27,,2025-03-25,,32,2025-03-27
115907,SUBTASK,Canceled,,,Equipe 2,2025-05-05,2025-05-27,,2025-05-28,,,2025-05-27
103245,TASK,Done,,,Equipe 3,2025-09-16,2025-10-05,,2025-09-30,,156,2025-10-05
121097,TASK,For Refinement,,,Equipe 2,2025-01-26,,,2025-02-15,,144,2025-01-26
101297,BUG,Done,MET,MET,Equipe 1,2025-08-11,2025-08-29,,2025-08-28,,96,2025-08-29
111861,SUBTASK,Done,,,Equipe 1,2025-03-27,2025-04-14,,2025-04-24,,,2025-04-14
100581,BUG SUBTASK,Done,,,Equipe 1,2025-01-18,2025-02-03,,2025-02-01,,,2025-02-03
102471,BUG SUBTASK,Done,,,Equipe 1,2025-02-19,2025-03-03,,2025-03-04,,,2025-03-03
112623,TASK,Done,,,Equipe 1,2025-05-26,2025-06-25,,2025-06-11,,96,2025-06-25
100349,TASK,Done,,,Equipe 1,2025-06-10,2025-07-06,,2025-06-28,,40,2025-07-06
115115,BUG,Done,MET,MET,Equipe 1,2025-04-01,2025-04-13,,2025-04-16,,92,2025-04-13
122298,SUBTASK,Done,,,Equipe 1,2025-10-24,2025-11-22,,2025-11-22,,,2025-11-22
113756,TASK,Done,,,Equipe 3,2025-05-04,2025-05-29,,2025-05-30,,156,2025-05-29
119716,BUG SUBTASK,Done,,,Equipe 1,2025-05-01,2025-05-22,,2025-05-27,,,2025-05-22
107947,BUG SUBTASK,Canceled,,,Equipe 3,2025-09-19,2025-10-06,,2025-09-30,,,2025-10-06
101988,BUG,Done,MET,MET,Equipe 1,2025-07-20,2025-08-14,,2025-08-06,,48,2025-08-14
113406,SUBTASK,Done,,,Equipe 2,2025-05-27,2025-06-23,,2025-06-23,,,2025-06-23
100418,TASK,Done,,,Equipe 3,2025-07-27,2025-08-20,,2025-08-21,,136,2025-08-20
123439,INICIATIVE,Done,,,Equipe 1,2025-03-26,2025-04-22,,2025-04-13,,,2025-04-22
110926,TASK,Canceled,,,Equipe 1,2025-07-09,2025-08-08,,2025-07-19,,160,2025-08-08
103388,BUG,Done,MET,MET,Equipe 1,2025-04-27,2025-05-20,,2025-05-23,,44,2025-05-20
110751,SUBTASK,Done,,,Equipe 1,2025-09-21,2025-10-06,,2025-10-13,,,2025-10-06
119283,TASK,Done,,,Equipe 8,2025-09-23,2025-10-18,,2025-10-06,,48,2025-10-18
110734,TASK,Done,,,Equipe 1,2025-07-20,2025-08-01,,2025-08-16,,108,2025-08-01
120089,SUBTASK,Done,,,Equipe 1,2025-04-05,2025-04-17,,2025-04-20,,,2025-04-17
109338,SUBTASK,Done,,,Equipe 1,2025-06-24,2025-07-24,,2025-07-15,,,2025-07-24
115872,TASK,Canceled,,,Equipe 1,2025-05-26,2025-06-10,,2025-06-24,,120,2025-06-10
109834,EPIC,Done,,,Equipe 1,2025-07-07,2025-08-01,,2025-07-25,,,2025-08-01
123613,BUG,Done,MET,MET,Equipe 1,2025-07-08,2025-08-02,,2025-08-06,,120,2025-08-02
100753,BUG,Done,MET,MET,Equipe 1,2025-09-30,2025-10-21,,2025-10-18,,120,2025-10-21
117883,SUBTASK,Done,,,Equipe 2,2025-12-02,2025-12-15,,2025-12-31,,,2025-12-15
103659,BUG,Done,EXCEEDED,MET,Equipe 1,2025-04-24,2025-05-09,,2025-05-11,,132,2025-05-09
107984,TASK,Done,,,Equipe 1,2025-03-21,2025-04-03,,2025-04-19,,96,2025-04-03
118725,TASK,Done,,,Equipe 1,2025-01-12,2025-01-24,,2025-01-23,,52,2025-01-24
110843,INICIATIVE,Done,,,Equipe 2,2025-06-20,2025-07-02,,2025-07-01,,,2025-07-02
100205,BUG,Done,MET,EXCEEDED,Equipe 2,2025-01-11,2025-02-08,,2025-02-01,,100,2025-02-08
102268,INICIATIVE,Done,,,Equipe 1,2025-08-21,2025-09-12,,2025-09-05,,,2025-09-12
113031,BUG SUBTASK,Canceled,,,Equipe 1,2025-05-12,2025-05-25,2025-06-29,2025-06-03,,,2025-05-25
122011,TASK,Done,,,Equipe 1,2025-05-27,2025-06-10,,2025-06-18,,124,2025-06-10
104140,SUBTASK,For Refinement,,,Equipe 2,2025-08-27,,,2025-09-24,,,2025-08-27
112459,EPIC,Done,,,Equipe 1,2025-02-04,2025-02-24,,2025-02-15,,,2025-02-24
116065,TASK,In Development,,,Equipe 1,2025-07-06,,,2025-07-22,,44,2025-07-06
107295,TASK,Done,,,Equipe 1,2025-07-12,2025-08-11,,2025-07-22,,72,2025-08-11
122178,BUG,Done,MET,MET,Equipe 5,2025-05-17,2025-06-05,,2025-06-14,,92,2025-06-05
120083,TASK,Canceled,,,Equipe 1,2025-06-02,2025-07-01,,2025-06-22,,124,2025-07-01
118242,TASK,Done,,,Equipe 1,2025-03-04,2025-03-27,,2025-03-15,,116,2025-03-27
116376,SUBTASK,Done,,,Equipe 2,2025-07-27,2025-08-17,,2025-08-08,,,2025-08-17
122418,SUBTASK,Done,,,Equipe 1,2025-08-04,2025-08-30,,2025-08-31,,,2025-08-30
118832,SUBTASK,Done,,,Equipe 1,2025-09-16,2025-09-27,,2025-10-10,,,2025-09-27
121143,SUBTASK,Done,,,Equipe 1,2025-08-08,2025-09-02,,2025-08-26,,,2025-09-02
108831,BUG SUBTASK,Canceled,,,Equipe 1,2025-05-07,2025-06-02,,2025-05-25,,,2025-06-02
123092,BUG,Done,MET,MET,Equipe 1,2025-04-14,2025-05-03,,2025-05-07,,84,2025-05-03
106727,BUG,Done,MET,MET,Equipe 1,2025-08-19,2025-08-29,,2025-08-30,,144,2025-08-29
102510,EPIC,Done,,,Equipe 1,2025-08-21,2025-09-03,,2025-09-14,,,2025-09-03
101150,SUBTASK,Canceled,,,Equipe 1,2025-08-11,2025-09-04,,2025-09-03,,,2025-09-04
108518,SUBTASK,Done,,,Equipe 3,2025-09-14,2025-10-04,,2025-10-11,,,2025-10-04
114263,BUG,Done,MET,MET,Equipe 2,2025-04-18,2025-05-04,,2025-05-14,,108,2025-05-04
100723,BUG SUBTASK,Done,,,Equipe 1,2025-05-16,2025-06-14,,2025-06-14,,,2025-06-14
115471,SUBTASK,Done,,,Equipe 1,2025-09-15,2025-10-15,,2025-10-14,,,2025-10-15
119672,SUBTASK,Done,,,Equipe 4,2025-04-30,2025-05-26,,2025-05-29,,,2025-05-26
107735,SUBTASK,Done,,,Equipe 1,2025-09-22,2025-10-16,,2025-10-04,,,2025-10-16
124452,TASK,Done,,,Equipe 2,2025-08-29,2025-09-20,,2025-09-21,,12,2025-09-20
118869,SUBTASK,Done,,,Equipe 1,2025-04-23,2025-05-11,,2025-05-05,,,2025-05-11
116646,SUBTASK,Done,,,Equipe 2,2025-05-22,2025-06-04,,2025-06-17,,,2025-06-04
119670,INICIATIVE,Canceled,,,Equipe 1,2025-03-30,2025-04-16,,2025-04-17,,,2025-04-16
115875,TASK,Done,,,Equipe 1,2025-06-02,2025-06-26,,2025-06-25,,68,2025-06-26
104404,SUBTASK,Done,,,Equipe 4,2025-11-09,2025-11-26,,2025-12-07,2025-12-14,,2025-11-26
101674,SUBTASK,Done,,,Equipe 1,2025-04-18,2025-05-01,,2025-05-10,,,2025-05-01
110222,BUG,Canceled,MET,EXCEEDED,Equipe 1,2025-11-06,2025-11-21,2026-01-16,2025-12-06,,148,2025-11-21
124630,BUG SUBTASK,Done,,,Equipe 10,2025-03-11,2025-04-08,,2025-03-30,,,2025-04-08
124294,INICIATIVE,Done,,,Equipe 1,2025-02-16,2025-03-17,,2025-03-18,,,2025-03-17
116742,SUBTASK,Done,,,Equipe 1,2025-08-07,2025-08-27,,2025-08-28,,,2025-08-27
111335,SUBTASK,Done,,,Equipe 1,2025-02-07,2025-02-26,,2025-03-07,,,2025-02-26
119468,INICIATIVE,Done,,,Equipe 1,2025-03-22,2025-04-05,,2025-04-06,,,2025-04-05
103158,TASK,Done,,,Equipe 1,2025-08-14,2025-09-04,,2025-09-11,,56,2025-09-04
118998,SUBTASK,Done,,,Equipe 1,2025-01-03,2025-01-19,,2025-01-16,,,2025-01-19
119338,BUG,Done,MET,MET,Equipe 1,2025-07-20,2025-08-09,,2025-08-12,,136,2025-08-09
101524,SUBTASK,Done,,,Equipe 1,2025-06-20,2025-07-04,,2025-07-05,,,2025-07-04
105314,BUG,Done,MET,MET,Equipe 4,2025-09-22,2025-10-02,,2025-10-18,2025-11-15,140,2025-10-02
113642,SUBTASK,Canceled,,,Equipe 2,2025-09-18,2025-10-03,,2025-09-30,,,2025-10-03
107934,SUBTASK,Done,,,Equipe 1,2025-04-18,2025-05-17,,2025-05-18,,,2025-05-17
109506,BUG,Done,MET,MET,Equipe 1,2025-03-10,2025-04-09,,2025-03-22,,48,2025-04-09
121913,SUBTASK,Done,,,Equipe 2,2025-09-16,2025-10-03,,2025-09-28,,,2025-10-03
119925,BUG SUBTASK,Done,,,Equipe 1,2025-10-11,2025-11-04,,2025-11-03,,,2025-11-04
112375,SUBTASK,Canceled,,,Equipe 1,2025-08-22,2025-09-07,,2025-09-17,,,2025-09-07
105210,BUG,Done,MET,MET,Equipe 1,2025-08-15,2025-09-06,,2025-08-31,,56,2025-09-06
105355,BUG,Done,MET,MET,Equipe 1,2025-07-19,2025-07-31,,2025-08-07,,20,2025-07-31
122468,SUBTASK,Done,,,Equipe 1,2025-06-15,2025-07-05,,2025-07-03,,,2025-07-05
115607,BUG SUBTASK,Done,,,Equipe 1,2025-10-12,2025-11-10,,2025-11-05,,,2025-11-10
122961,SUBTASK,Done,,,Equipe 1,2025-03-02,2025-03-22,,2025-03-21,,,2025-03-22
108977,BUG,Done,EXCEEDED,MET,Equipe 1,2025-08-19,2025-09-06,,2025-09-11,,104,2025-09-06
110234,TASK,Done,,,Equipe 8,2025-04-04,2025-04-22,,2025-04-20,,48,2025-04-22
120410,EPIC,Done,,,Equipe 1,2025-05-24,2025-06-10,,2025-06-04,,,2025-06-10
119141,BUG SUBTASK,Done,,,Equipe 1,2025-03-18,2025-04-12,,2025-03-31,,,2025-04-12
114778,SUBTASK,Done,,,Equipe 4,2025-04-13,2025-04-23,,2025-04-30,,,2025-04-23
106590,SUBTASK,Done,,,Equipe 1,2025-12-17,2026-01-01,,2025-12-29,,,2026-01-01
111314,EPIC,Done,,,Equipe 1,2025-04-10,2025-04-24,,2025-04-30,,,2025-04-24
118857,SUBTASK,Done,,,Equipe 1,2025-12-03,2025-12-30,,2025-12-30,2026-01-23,,2025-12-30
112992,SUBTASK,Done,,,Equipe 1,2025-02-08,2025-02-25,,2025-02-28,,,2025-02-25
105445,SUBTASK,Done,,,Equipe 3,2025-09-07,2025-09-27,,2025-09-28,,,2025-09-27
106803,BUG,Done,EXCEEDED,MET,Equipe 1,2025-12-03,2025-12-30,,2025-12-26,,36,2025-12-30
114901,SUBTASK,Done,,,Equipe 6,2025-10-11,2025-10-26,,2025-11-10,,,2025-10-26
107032,SUBTASK,Done,,,Equipe 1,2025-03-18,2025-04-03,,2025-04-07,,,2025-04-03
120727,BUG,Done,MET,EXCEEDED,Equipe 1,2025-09-11,2025-09-25,,2025-09-27,,24,2025-09-25
107544,TASK,Done,,,Equipe 3,2025-06-13,2025-06-27,,2025-06-26,,12,2025-06-27
112115,TASK,Done,,,Equipe 1,2025-07-24,2025-08-17,,2025-08-05,,12,2025-08-17
123627,BUG,Backlog,IN PROGRESS,IN PROGRESS,Equipe 1,2025-07-02,,,2025-07-15,,132,2025-07-02
121260,SUBTASK,Done,,,Equipe 1,2025-05-13,2025-05-28,,2025-06-01,2025-06-08,,2025-05-28
